DEVICE;suministro;cliente;contrato;fecha_inicio;sea;distribuidor;subestacion;zona;distrito;distrito_descripcion;grupo_lectura;ruta_lectura;orden_lectura;grupo_tarifario;codigo_tarifa;tarifa
3888;01_OY09;UPQUZWT;1;2008-11-11Z;CERRO;13_LASALLE;5776;A;1;CORDOBA;3;274;28;1;190;Residencial
3889;01_OY10;AFOIPX;1;1990-06-30Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1845;19;1;180;Resid TSP Caren Dto. 43/19
3890;01_OZ01;WQDAFBK;1;2008-12-09Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1845;130;1;180;Resid TSP Caren Dto. 43/19
3891;01_OZ02;OKYWCH;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;1817;A;1;CORDOBA;3;1335;10;1;140;1.a/f RESIDENCIAL
3892;01_OZ03;VJGDDI;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;1817;A;1;CORDOBA;3;1335;15;1;140;1.a/f RESIDENCIAL
3893;01_OZ04;YWEWNG;1;2023-01-10Z;CERRO;13_ALTOVERDE;5821;A;1;CORDOBA;2;1884;1;1;140;1.a/f RESIDENCIAL
3894;01_OZ05;OFBFGF;1;1990-06-30Z;ARGUE;13_VBELGRANO;3632;A;1;CORDOBA;1;1231;132;1;140;1.a/f RESIDENCIAL
3895;01_OZ06;WBYYEDR;2;2023-12-22Z;SOBREM;13_ZUMARAN;491;A;1;CORDOBA;2;1276;1;1;140;1.a/f RESIDENCIAL
3896;01_OZ07;WLOOJST;2;2016-07-12Z;CERRO;13_CROLASROSAS;5083;A;1;CORDOBA;1;1281;208;2;240;2 GENERAL Y DE SERVICIOS
3897;01_OZ08;DNPWJAW;2;2008-09-26Z;VALLEN;13_D2_SANLUIS;3121;A;1;CORDOBA;3;345;35;1;180;Resid TSP Caren Dto. 43/19
3898;01_OZ09;YTSPLPI;3;2017-07-18Z;CERRO;13_LASALLE;3738;A;1;CORDOBA;3;1205;32;1;184;Resid TSP Indig Dto. 43/19
3899;01_OZ10;RZUVPHB;2;2002-04-22Z;SRBUSTO;13_ELOMBU;898;A;1;CORDOBA;3;1381;5;1;140;1.a/f RESIDENCIAL
3900;01_PA01;EUGYWK;2;2009-10-27Z;DBOSCO;13_ACHATEAU;4139;A;1;CORDOBA;3;1348;509;1;140;1.a/f RESIDENCIAL
3901;01_PA02;ZNKTCPO;1;2005-01-19Z;VALLEN;13_ACHATEAU;4139;A;1;CORDOBA;3;1348;510;1;140;1.a/f RESIDENCIAL
3902;01_PA03;HOFWOLY;4;2022-03-09Z;SRBUSTO;13_LAVOZINT;668;A;1;CORDOBA;3;1973;64;1;140;1.a/f RESIDENCIAL
3903;01_PA04;NCPYSLD;6;2022-03-30Z;SRBUSTO;13_ELCONDOR;2107;A;1;CORDOBA;3;1329;265;1;140;1.a/f RESIDENCIAL
3904;01_PA05;WUXYETK;3;2006-08-08Z;DBOSCO;13_ACHATEAU;3078;A;1;CORDOBA;3;1227;320;1;184;Resid TSP Indig Dto. 43/19
3905;01_PA06;WWKMVU;2;2006-06-08Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;1227;312;1;140;1.a/f RESIDENCIAL
3906;01_PA07;BUNUORK;1;2017-07-11Z;DBOSCO;13_ACHATEAU;2936;A;1;CORDOBA;3;1227;216;1;190;Residencial
3907;01_PA08;HYODDA;2;1997-02-24Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;119;1;140;1.a/f RESIDENCIAL
3908;01_PA09;KDRKNOS;3;2021-09-29Z;ARGUE;13_LOSHUNGAROS;3167;A;1;CORDOBA;3;1874;300;1;140;1.a/f RESIDENCIAL
3909;01_PA10;JVOCUDN;1;2009-04-28Z;ARGUE;13_LOSHUNGAROS;3167;A;1;CORDOBA;3;1874;272;1;140;1.a/f RESIDENCIAL
3910;01_PB01;MLZIOV;1;1990-06-30Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;170;1;140;1.a/f RESIDENCIAL
3911;01_PB02;SZLPDE;2;2003-01-27Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;154;1;140;1.a/f RESIDENCIAL
3912;01_PB03;UENPNVU;6;2022-03-08Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;225;1;140;1.a/f RESIDENCIAL
3913;01_PB04;AUHVWDJ;2;2005-06-08Z;SRBUSTO;13_LAVOZINT;668;A;1;CORDOBA;3;1973;225;1;140;1.a/f RESIDENCIAL
3914;01_PB05;WYEQRP;1;2022-03-04Z;DBOSCO;13_MARTINOLLI;3222;A;1;CORDOBA;3;1204;1;1;140;1.a/f RESIDENCIAL
3915;01_PB06;QGPLMIQ;1;2009-07-01Z;ARGUE;13_LOSHUNGAROS;3167;A;1;CORDOBA;3;1874;278;1;180;Resid TSP Caren Dto. 43/19
3916;01_PB07;JMZDZXI;5;2023-01-04Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;86;1;140;1.a/f RESIDENCIAL
3917;01_PB08;ECNPTWE;1;2012-05-08Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;92;1;140;1.a/f RESIDENCIAL
3918;01_PB09;GVDKXQ;1;1997-09-05Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;168;1;140;1.a/f RESIDENCIAL
3919;01_PB10;PKNEINR;1;2005-09-28Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;34;1;140;1.a/f RESIDENCIAL
3920;01_PC01;NCYTGEK;1;2021-08-30Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;16;1;140;1.a/f RESIDENCIAL
3921;01_PC02;JQINBAF;5;2013-05-07Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;31;1;140;1.a/f RESIDENCIAL
3922;01_PC03;PLJRLES;2;2013-11-06Z;ARGUE;13_LOSHUNGAROS;3167;A;1;CORDOBA;3;1874;260;1;140;1.a/f RESIDENCIAL
3923;01_PC04;BOFSSF;1;2005-04-07Z;ARGUE;13_LOSHUNGAROS;4379;A;1;CORDOBA;3;1203;262;1;140;1.a/f RESIDENCIAL
3924;01_PC05;PULIGV;2;2008-03-10Z;DBOSCO;13_ACHATEAU;4139;A;1;CORDOBA;3;262;349;1;180;Resid TSP Caren Dto. 43/19
3925;01_PC06;EWNNUJ;1;1990-06-30Z;ARGUE;13_LOSHUNGAROS;3167;A;1;CORDOBA;3;1874;321;1;140;1.a/f RESIDENCIAL
3926;01_PC07;BQQRSJO;8;2016-06-06Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;208;1;140;1.a/f RESIDENCIAL
3927;01_PC08;GKAYDHS;1;2011-08-08Z;ARGUE;13_LOSHUNGAROS;3226;A;1;CORDOBA;3;93;414;1;140;1.a/f RESIDENCIAL
3928;01_PC09;HBYEAT;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;21;1;140;1.a/f RESIDENCIAL
3929;01_PC10;MHXAVCE;3;2013-04-19Z;SRBUSTO;13_LAVOZINT;2947;A;1;CORDOBA;3;358;16;1;190;Residencial
3930;01_PD01;VJHQMM;1;1999-04-16Z;SRBUSTO;13_LAVOZINT;2947;A;1;CORDOBA;3;358;19;1;184;Resid TSP Indig Dto. 43/19
3931;01_PD02;TOFILTP;1;2003-02-27Z;SRBUSTO;13_FAVICUR;1173;A;1;CORDOBA;3;1233;6;1;140;1.a/f RESIDENCIAL
3932;01_PD03;KAKDLZN;4;2021-07-21Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;29;1;140;1.a/f RESIDENCIAL
3933;01_PD04;HZHDIMJ;2;2013-05-07Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1845;115;1;180;Resid TSP Caren Dto. 43/19
3934;01_PD05;VHAMCRK;2;2007-09-18Z;SRBUSTO;13_FAVICUR;4193;A;1;CORDOBA;3;1233;16;2;240;2 GENERAL Y DE SERVICIOS
3935;01_PD06;NQTLML;2;2013-03-26Z;SRBUSTO;13_LAVOZINT;3995;A;1;CORDOBA;3;358;43;1;140;1.a/f RESIDENCIAL
3936;01_PD07;SQQQGG;1;2011-09-19Z;SRBUSTO;13_LAVOZINT;3995;A;1;CORDOBA;3;358;30;1;140;1.a/f RESIDENCIAL
3937;01_PD08;OWIPPAW;1;2008-12-11Z;SRBUSTO;13_2SEPTIEMBRE;3656;A;1;CORDOBA;3;1845;70;1;140;1.a/f RESIDENCIAL
3938;01_PD09;LIPCYYK;1;2008-12-15Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1807;3;1;140;1.a/f RESIDENCIAL
3939;01_PD10;XUQIVJH;1;2009-01-08Z;SRBUSTO;13_2SEPTIEMBRE;3218;A;1;CORDOBA;3;1807;13;1;180;Resid TSP Caren Dto. 43/19
3940;01_PE01;IVUMDJZ;2;2022-06-06Z;SRBUSTO;13_POETALUG;2068;A;1;CORDOBA;3;1888;2;1;140;1.a/f RESIDENCIAL
3941;01_PE02;TUBOXB;1;1990-06-30Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;90;1;150;1.h   RESIDENCIAL
3942;01_PE03;VDAYXL;2;2008-12-09Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1845;95;1;140;1.a/f RESIDENCIAL
3943;01_PE04;TYLGKAN;2;2013-07-30Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;28;1;180;Resid TSP Caren Dto. 43/19
3944;01_PE05;HEUNQF;1;1990-06-30Z;CERRO;13_ALTOVERDE;603;A;1;CORDOBA;3;1259;96;1;140;1.a/f RESIDENCIAL
3945;01_PE06;GMGFGS;1;2012-09-06Z;SRBUSTO;13_LAVOZINT;3994;A;1;CORDOBA;3;358;205;2;240;2 GENERAL Y DE SERVICIOS
3946;01_PE07;UBTRCLI;1;2017-06-01Z;SRBUSTO;13_LAVOZINT;2947;A;1;CORDOBA;3;358;37;1;190;Residencial
3947;01_PE08;ARREAFW;4;2018-08-10Z;SRBUSTO;13_LAVOZINT;3995;A;1;CORDOBA;3;358;189;1;140;1.a/f RESIDENCIAL
3948;01_PE09;QXLPRKX;5;2019-09-24Z;SRBUSTO;13_FAVICUR;3723;A;1;CORDOBA;3;95;113;1;140;1.a/f RESIDENCIAL
3949;01_PE10;FDCIDED;1;2008-04-29Z;SRBUSTO;13_LAVOZINT;3994;A;1;CORDOBA;3;358;396;1;190;Residencial
3950;01_PF01;SSCXBTT;1;2009-11-26Z;SRBUSTO;13_2SEPTIEMBRE;3956;A;1;CORDOBA;3;339;2;1;180;Resid TSP Caren Dto. 43/19
3951;01_PF02;RCCWXZM;1;2008-12-18Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1845;9;1;180;Resid TSP Caren Dto. 43/19
3952;01_PF03;VWOGQNT;1;2008-12-11Z;SRBUSTO;13_2SEPTIEMBRE;3956;A;1;CORDOBA;3;1846;11;1;180;Resid TSP Caren Dto. 43/19
3953;01_PF04;GYCNBCI;1;2004-07-02Z;SRBUSTO;13_2SEPTIEMBRE;3956;A;1;CORDOBA;3;1846;41;1;190;Residencial
3954;01_PF05;TZSZTY;1;2007-08-23Z;VALLEN;13_D2_SANLUIS;3076;A;1;CORDOBA;3;1287;486;1;184;Resid TSP Indig Dto. 43/19
3955;01_PF06;JEWAZBN;1;2003-11-04Z;SRBUSTO;13_2SEPTIEMBRE;3656;A;1;CORDOBA;3;1845;163;1;140;1.a/f RESIDENCIAL
3956;01_PF07;MKOZQP;4;2007-07-30Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1240;1;184;Resid TSP Indig Dto. 43/19
3957;01_PF08;CDZAWKU;1;2009-08-13Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1171;1;180;Resid TSP Caren Dto. 43/19
3958;01_PF09;LSPUYU;4;2003-08-04Z;VALLEN;13_D2_SANLUIS;3076;A;1;CORDOBA;3;345;87;1;180;Resid TSP Caren Dto. 43/19
3959;01_PF10;NTDCLFU;2;2002-04-22Z;SRBUSTO;13_2SEPTIEMBRE;3656;A;1;CORDOBA;3;1845;179;1;184;Resid TSP Indig Dto. 43/19
3960;01_PG01;YSHTRN;1;2004-07-28Z;SRBUSTO;13_2SEPTIEMBRE;3800;A;1;CORDOBA;3;339;60;1;190;Residencial
3961;01_PG02;MBUJDHU;1;2009-02-25Z;SRBUSTO;13_2SEPTIEMBRE;3246;A;1;CORDOBA;3;1846;141;1;180;Resid TSP Caren Dto. 43/19
3962;01_PG03;TGIYYVE;2;2023-12-19Z;VALLEN;13_D2_SANLUIS;;A;1;CORDOBA;3;1348;1;1;140;1.a/f RESIDENCIAL
3963;01_PG04;CNYTQH;3;2005-10-03Z;VALLEN;13_D2_SANLUIS;3076;A;1;CORDOBA;3;1287;29;1;140;1.a/f RESIDENCIAL
3964;01_PG05;LNLUJA;2;2016-08-26Z;SRBUSTO;13_2SEPTIEMBRE;3655;A;1;CORDOBA;3;1845;121;1;180;Resid TSP Caren Dto. 43/19
3965;01_PG06;QOJXHXP;5;2024-03-27Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1175;1;140;1.a/f RESIDENCIAL
3966;01_PG07;ACYKNWD;1;2018-03-01Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1274;1;140;1.a/f RESIDENCIAL
3967;01_PG08;HYAEVDC;7;2020-09-17Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1181;1;140;1.a/f RESIDENCIAL
3968;01_PG09;OBVTADF;2;2011-11-22Z;VALLEN;13_D2_SANLUIS;3076;A;1;CORDOBA;3;1886;1163;1;140;1.a/f RESIDENCIAL
3969;01_PG10;KXINEA;2;1998-09-29Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;68;1;184;Resid TSP Indig Dto. 43/19
3970;01_PH01;ZERBKFA;1;2019-04-25Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1213;1;140;1.a/f RESIDENCIAL
3971;01_PH02;GUKMDF;3;2005-01-26Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1192;1;180;Resid TSP Caren Dto. 43/19
3972;01_PH03;JXJKLOO;3;2021-11-29Z;VALLEN;13_CHACAL;3076;A;1;CORDOBA;3;1886;1217;1;140;1.a/f RESIDENCIAL
3973;01_PH04;IKAKPTV;2;2015-04-01Z;ARGUE;13_LOSHUNGAROS;3226;A;1;CORDOBA;3;93;234;1;140;1.a/f RESIDENCIAL
3974;01_PH05;LWIGREC;7;2021-03-05Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;236;1;140;1.a/f RESIDENCIAL
3975;01_PH06;GFPPMTK;3;2007-05-09Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;283;1;184;Resid TSP Indig Dto. 43/19
3976;01_PH07;QPIPSOR;1;2017-03-02Z;;13_MARTINOLLI;3194;A;1;CORDOBA;3;1201;5;2;240;2 GENERAL Y DE SERVICIOS
3977;01_PH08;PJQATH;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;366;1;140;1.a/f RESIDENCIAL
3978;01_PH09;DLZZOL;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;363;1;140;1.a/f RESIDENCIAL
3979;01_PH10;BHUOTLL;1;2008-08-07Z;DBOSCO;13_LASALLE;3195;A;1;CORDOBA;3;1201;453;1;140;1.a/f RESIDENCIAL
3980;01_PI01;KTUJYBU;3;2024-05-03Z;ARGUE;13_LOSHUNGAROS;2634;A;1;CORDOBA;3;93;22;1;140;1.a/f RESIDENCIAL
3981;01_PI02;EYKBGT;2;2010-03-09Z;VALLEN;13_ACHATEAU;3081;A;1;CORDOBA;3;279;460;1;140;1.a/f RESIDENCIAL
3982;01_PI03;YPJIVKF;1;2010-03-01Z;VALLEN;13_ACHATEAU;3081;A;1;CORDOBA;3;279;488;1;180;Resid TSP Caren Dto. 43/19
3983;01_PI04;EMUZWKA;2;2021-03-25Z;DBOSCO;13_ACHATEAU;3081;A;1;CORDOBA;3;279;502;1;140;1.a/f RESIDENCIAL
3984;01_PI05;VGKRMO;2;1998-12-16Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;704;1;140;1.a/f RESIDENCIAL
3985;01_PI06;FHXKPOL;2;2015-03-06Z;VALLEN;13_MARTINOLLI;3597;A;1;CORDOBA;3;1853;21;1;140;1.a/f RESIDENCIAL
3986;01_PI07;FDDLUEI;1;2018-11-08Z;VALLEN;13_D2_SANLUIS;3193;A;1;CORDOBA;3;1201;370;1;140;1.a/f RESIDENCIAL
3987;01_PI08;WINIILS;2;2023-09-11Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;17;1;140;1.a/f RESIDENCIAL
3988;01_PI09;MWWTAW;6;2014-11-19Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;702;1;190;Residencial
3989;01_PI10;DGQBWCD;1;2009-09-14Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;140;1;140;1.a/f RESIDENCIAL
3990;01_PJ01;GYFFSX;1;1998-11-06Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;288;1;190;Residencial
3991;01_PJ02;OVTGAWA;3;2009-04-24Z;DBOSCO;13_ACHATEAU;3078;A;1;CORDOBA;3;1227;304;1;140;1.a/f RESIDENCIAL
3992;01_PJ03;STOKEN;1;2016-09-27Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;1227;362;1;140;1.a/f RESIDENCIAL
3993;01_PJ04;IJYGLJR;6;2015-09-04Z;DBOSCO;13_ACHATEAU;5553;A;1;CORDOBA;3;1227;348;5;542;5.2a USUARIOS ESPECIALES
3994;01_PJ05;TREHZTR;1;2002-11-11Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;336;1;140;1.a/f RESIDENCIAL
3995;01_PJ06;OZQFPMA;4;2023-05-23Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;196;1;140;1.a/f RESIDENCIAL
3996;01_PJ07;RTXOTSV;1;2009-06-04Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;236;1;140;1.a/f RESIDENCIAL
3997;01_PJ08;CTECRFG;1;2008-10-24Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;184;1;190;Residencial
3998;01_PJ09;EHGAWDV;1;2014-11-05Z;CERRO;13_LASALLE;3195;A;1;CORDOBA;3;1201;70;1;184;Resid TSP Indig Dto. 43/19
3999;01_PJ10;IDUODJ;2;2005-04-29Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;179;1;190;Residencial
4000;01_PK01;JTNYANU;17;2022-01-31Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;34;1;140;1.a/f RESIDENCIAL
4001;01_PK02;IRNQNG;1;1990-06-30Z;ARGUE;13_LOSHUNGAROS;3067;A;1;CORDOBA;3;93;30;1;190;Residencial
4002;01_PK03;TKQNKKM;1;2007-03-02Z;ARGUE;13_LOSHUNGAROS;2634;A;1;CORDOBA;3;93;26;1;140;1.a/f RESIDENCIAL
4003;01_PK04;KOHXNN;1;2006-10-30Z;ARGUE;13_LOSHUNGAROS;2588;A;1;CORDOBA;3;1826;400;1;140;1.a/f RESIDENCIAL
4004;01_PK05;GYZSVSA;1;2003-12-30Z;DBOSCO;13_ACHATEAU;3078;A;1;CORDOBA;3;1227;300;1;190;Residencial
4005;01_PK06;HFGIVH;1;2017-12-21Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;326;1;190;Residencial
4006;01_PK07;LLWDVQN;2;2023-12-18Z;SRBUSTO;13_BVCORRIEN;2282;A;1;CORDOBA;3;1206;345;1;140;1.a/f RESIDENCIAL
4007;01_PK08;ZSAQHPH;2;2022-08-12Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;113;1;140;1.a/f RESIDENCIAL
4008;01_PK09;VHOUQVQ;2;2017-09-12Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;412;1;140;1.a/f RESIDENCIAL
4009;01_PK10;QQBDMEM;1;2017-04-11Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;488;1;140;1.a/f RESIDENCIAL
4010;01_PL01;QGNTNDF;1;2019-06-06Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;461;1;140;1.a/f RESIDENCIAL
4011;01_PL02;LFKJECF;2;2022-06-10Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;448;1;140;1.a/f RESIDENCIAL
4012;01_PL03;RZOLFCU;1;2018-09-26Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;268;1;140;1.a/f RESIDENCIAL
4013;01_PL04;IGTIGF;1;2018-07-10Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;296;1;140;1.a/f RESIDENCIAL
4014;01_PL05;ZFINSGV;1;2020-01-10Z;SRBUSTO;13_BVCORRIEN;2282;A;1;CORDOBA;3;1206;313;1;140;1.a/f RESIDENCIAL
4015;01_PL06;NNJPCQT;2;2015-01-30Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;318;1;190;Residencial
4016;01_PL07;NQTQAZO;3;2019-08-29Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;45;1;140;1.a/f RESIDENCIAL
4017;01_PL08;DPLCXOM;1;2014-02-07Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;30;1;140;1.a/f RESIDENCIAL
4018;01_PL09;DIYVHAD;4;2020-01-30Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;517;1;140;1.a/f RESIDENCIAL
4019;01_PL10;ATWDDX;2;2015-06-25Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;515;1;140;1.a/f RESIDENCIAL
4020;01_PM01;XNKXSFV;1;2012-08-16Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;528;1;140;1.a/f RESIDENCIAL
4021;01_PM02;TABRMM;1;2018-10-23Z;SRBUSTO;13_BVCORRIEN;4257;A;1;CORDOBA;3;1206;239;1;140;1.a/f RESIDENCIAL
4022;01_PM03;GIMDKC;3;2021-04-30Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;546;1;140;1.a/f RESIDENCIAL
4023;01_PM04;KQFWOAZ;1;2017-05-09Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;565;1;140;1.a/f RESIDENCIAL
4024;01_PM05;EQOPESP;2;2019-04-11Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;446;1;140;1.a/f RESIDENCIAL
4025;01_PM06;IHBGAX;1;2017-09-13Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;472;1;190;Residencial
4026;01_PM07;EOGBZQE;2;2024-03-18Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;331;1;140;1.a/f RESIDENCIAL
4027;01_PM08;RZHRTON;2;2016-12-29Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;406;1;140;1.a/f RESIDENCIAL
4028;01_PM09;JIVYUSX;3;2017-10-13Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;361;1;140;1.a/f RESIDENCIAL
4029;01_PM10;CDRQJDH;1;2016-11-10Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;342;1;190;Residencial
4030;01_PN01;XOPHYWV;4;2024-02-19Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;270;1;140;1.a/f RESIDENCIAL
4031;01_PN02;BZTRIWS;3;2021-05-03Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;482;1;140;1.a/f RESIDENCIAL
4032;01_PN03;CUBQOQR;10;2006-03-28Z;ARGUE;13_VBELGRANO;3060;A;1;CORDOBA;1;1218;382;2;240;2 GENERAL Y DE SERVICIOS
4033;01_PN04;ALZRNKE;5;2024-01-11Z;SRBUSTO;13_LAVOZINT;3955;A;1;CORDOBA;3;1206;278;1;140;1.a/f RESIDENCIAL
4034;01_PN05;YUXZUOK;3;2021-12-21Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;408;1;140;1.a/f RESIDENCIAL
4035;01_PN06;JPBGOFP;1;2018-06-04Z;SRBUSTO;13_BVCORRIEN;3887;A;1;CORDOBA;3;1206;485;1;140;1.a/f RESIDENCIAL
4036;01_PN07;XMUXBC;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;4;1;140;1.a/f RESIDENCIAL
4037;01_PN08;MHLMAR;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;233;1;140;1.a/f RESIDENCIAL
4038;01_PN09;JNACCIP;7;2019-11-07Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;237;1;140;1.a/f RESIDENCIAL
4039;01_PN10;RJGODUW;4;2016-09-02Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;33;2;240;2 GENERAL Y DE SERVICIOS
4040;01_PO01;DIYOCHQ;1;2010-02-01Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;253;1;190;Residencial
4041;01_PO02;BQBKHRM;1;2020-10-09Z;SRBUSTO;13_ELCONDOR;4140;A;1;CORDOBA;3;1703;269;1;140;1.a/f RESIDENCIAL
4042;01_PO03;UISTMN;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;366;1;140;1.a/f RESIDENCIAL
4043;01_PO04;HHOEMZG;6;2021-11-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;376;1;140;1.a/f RESIDENCIAL
4044;01_PO05;FLRUNO;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;374;1;140;1.a/f RESIDENCIAL
4045;01_PO06;FKUAOHN;7;2015-07-15Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;153;1;190;Residencial
4046;01_PO07;EVASPM;2;2022-02-22Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;206;1;140;1.a/f RESIDENCIAL
4047;01_PO08;UXAIEUM;2;2021-09-15Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;176;1;140;1.a/f RESIDENCIAL
4048;01_PO09;YZCYSO;4;2019-03-14Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;171;1;140;1.a/f RESIDENCIAL
4049;01_PO10;UYOWJQI;2;2018-10-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;168;1;190;Residencial
4050;01_PP01;WIXHDW;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;186;1;180;Resid TSP Caren Dto. 43/19
