DEVICE;suministro;cliente;contrato;fecha_inicio;sea;distribuidor;subestacion;zona;distrito;distrito_descripcion;grupo_lectura;ruta_lectura;orden_lectura;grupo_tarifario;codigo_tarifa;tarifa
4051;01_PP02;LKBVQUE;2;2011-08-10Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;165;1;180;Resid TSP Caren Dto. 43/19
4052;01_PP03;TUSBCUK;4;2023-07-17Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;162;1;140;1.a/f RESIDENCIAL
4053;01_PP04;YQLABY;1;1997-08-13Z;ARGUE;13_LOSHUNGAROS;3201;A;1;CORDOBA;3;1203;212;1;140;1.a/f RESIDENCIAL
4054;01_PP05;XLNQPK;3;2017-06-16Z;ARGUE;13_LOSHUNGAROS;3201;A;1;CORDOBA;3;1203;225;1;140;1.a/f RESIDENCIAL
4055;01_PP06;UDBYQGO;2;2021-04-26Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;97;2;240;2 GENERAL Y DE SERVICIOS
4056;01_PP07;AEPRSC;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;90;1;180;Resid TSP Caren Dto. 43/19
4057;01_PP08;CHVIDYZ;3;2018-01-05Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;92;1;140;1.a/f RESIDENCIAL
4058;01_PP09;KGRVMPU;2;2015-02-06Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;411;1;180;Resid TSP Caren Dto. 43/19
4059;01_PP10;DUIAWZ;1;1990-06-30Z;ARGUE;13_LOSHUNGAROS;4591;A;1;CORDOBA;3;1830;104;1;140;1.a/f RESIDENCIAL
4060;01_PQ01;PYOWAWO;4;2024-01-05Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;96;2;240;2 GENERAL Y DE SERVICIOS
4061;01_PQ02;NZBCCOU;4;2023-08-10Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;139;1;140;1.a/f RESIDENCIAL
4062;01_PQ03;LNLQAK;3;2005-11-23Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;108;1;140;1.a/f RESIDENCIAL
4063;01_PQ04;NYUKDP;4;2010-02-04Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;273;1;140;1.a/f RESIDENCIAL
4064;01_PQ05;ZRRVJSX;1;2006-10-13Z;ARGUE;13_LOSHUNGAROS;2902;A;1;CORDOBA;3;1830;317;1;140;1.a/f RESIDENCIAL
4065;01_PQ06;ECKZTYP;1;2011-10-25Z;ARGUE;13_LOSHUNGAROS;2662;A;1;CORDOBA;3;69;103;1;184;Resid TSP Indig Dto. 43/19
4066;01_PQ07;YJMSCI;7;2015-11-04Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;384;1;184;Resid TSP Indig Dto. 43/19
4067;01_PQ08;CKAWMG;5;2022-02-25Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;397;1;140;1.a/f RESIDENCIAL
4068;01_PQ09;AHEWSOY;2;2021-11-12Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;149;1;140;1.a/f RESIDENCIAL
4069;01_PQ10;WALYIC;1;1997-12-26Z;ARGUE;13_LOSHUNGAROS;2634;A;1;CORDOBA;3;93;2;1;190;Residencial
4070;01_PR01;DCZPNK;1;1990-06-30Z;ARGUE;13_LOSHUNGAROS;2634;A;1;CORDOBA;3;93;18;1;190;Residencial
4071;01_PR02;AROJUR;3;2017-05-19Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;241;1;140;1.a/f RESIDENCIAL
4072;01_PR03;KBZYQAJ;3;2012-10-09Z;ARGUE;13_LOSHUNGAROS;2634;A;1;CORDOBA;3;93;160;1;140;1.a/f RESIDENCIAL
4073;01_PR04;FDPKER;1;2023-01-17Z;ARGUE;13_LOSHUNGAROS;2634;A;1;CORDOBA;3;1874;1;1;140;1.a/f RESIDENCIAL
4074;01_PR05;FXTOPWG;1;2009-04-06Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;243;1;140;1.a/f RESIDENCIAL
4075;01_PR06;JBQONNH;2;2017-10-04Z;ARGUE;13_LOSHUNGAROS;3226;A;1;CORDOBA;3;93;398;1;190;Residencial
4076;01_PR07;ITFMKE;1;2011-09-19Z;ARGUE;13_LOSHUNGAROS;3226;A;1;CORDOBA;3;93;402;1;140;1.a/f RESIDENCIAL
4077;01_PR08;ZKRYOYL;1;2011-07-29Z;SRBUSTO;13_LOSHUNGAROS;4150;A;1;CORDOBA;3;93;310;1;140;1.a/f RESIDENCIAL
4078;01_PR09;QIGSUQW;7;2021-09-29Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;23;1;140;1.a/f RESIDENCIAL
4079;01_PR10;TLDFPIC;2;2009-04-17Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;32;1;180;Resid TSP Caren Dto. 43/19
4080;01_PS01;VOFHGLJ;2;2019-12-06Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;333;1;140;1.a/f RESIDENCIAL
4081;01_PS02;DMLJLD;2;2001-08-30Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;332;1;180;Resid TSP Caren Dto. 43/19
4082;01_PS03;ECSSPLR;2;2018-11-01Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;328;1;140;1.a/f RESIDENCIAL
4083;01_PS04;EPEXMX;2;2006-11-15Z;SRBUSTO;13_ELCONDOR;3034;A;1;CORDOBA;3;1703;320;1;180;Resid TSP Caren Dto. 43/19
4084;01_PS05;MMQNVDY;3;2024-06-04Z;VALLEN;13_ACHATEAU;4139;A;1;CORDOBA;3;1348;513;1;140;1.a/f RESIDENCIAL
4085;01_PS06;BQUOWWN;1;2010-02-09Z;DBOSCO;13_ACHATEAU;4139;A;1;CORDOBA;3;1348;518;1;190;Residencial
4086;01_PS07;VWKCXV;1;1996-12-27Z;ARGUE;13_LOSHUNGAROS;3016;A;1;CORDOBA;3;1203;100;1;190;Residencial
4087;01_PS08;UUJLDS;1;1996-12-27Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;137;1;140;1.a/f RESIDENCIAL
4088;01_PS09;OAXGGD;1;1996-12-31Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;141;1;140;1.a/f RESIDENCIAL
4089;01_PS10;INHQQV;1;2021-04-20Z;ARGUE;13_LOSHUNGAROS;3201;A;1;CORDOBA;3;1203;178;1;140;1.a/f RESIDENCIAL
4090;01_PT01;QGFZUSD;1;2010-07-16Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;56;1;140;1.a/f RESIDENCIAL
4091;01_PT02;JCORVC;2;2007-06-27Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;92;1;184;Resid TSP Indig Dto. 43/19
4092;01_PT03;COFFZGH;5;2014-03-13Z;ARGUE;13_LOSHUNGAROS;4379;A;1;CORDOBA;3;1203;86;1;140;1.a/f RESIDENCIAL
4093;01_PT04;LHKWXHX;3;2006-04-25Z;ARGUE;13_LOSHUNGAROS;3201;A;1;CORDOBA;3;1203;170;1;140;1.a/f RESIDENCIAL
4094;01_PT05;VMBHPS;1;1997-05-26Z;ARGUE;13_LOSHUNGAROS;3721;A;1;CORDOBA;3;1203;206;1;190;Residencial
4095;01_PT06;LPCARDQ;2;2024-05-23Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;26;1;140;1.a/f RESIDENCIAL
4096;01_PT07;LDLOLNR;4;2009-06-08Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;29;1;184;Resid TSP Indig Dto. 43/19
4097;01_PT08;ZZPVYV;1;2003-04-14Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;23;1;140;1.a/f RESIDENCIAL
4098;01_PT09;UHOUVWC;2;2005-08-02Z;ARGUE;13_LOSHUNGAROS;4591;A;1;CORDOBA;3;1203;57;1;140;1.a/f RESIDENCIAL
4099;01_PT10;GVAEKM;1;2004-09-06Z;ARGUE;13_LOSHUNGAROS;4379;A;1;CORDOBA;3;1203;41;1;140;1.a/f RESIDENCIAL
4100;01_PU01;SAIQHM;1;2000-01-26Z;ARGUE;13_LOSHUNGAROS;4379;A;1;CORDOBA;3;1203;82;1;140;1.a/f RESIDENCIAL
4101;01_PU02;HCOZCBU;1;2006-12-28Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;76;1;140;1.a/f RESIDENCIAL
4102;01_PU03;CGADLF;1;2000-04-07Z;ARGUE;13_LOSHUNGAROS;4379;A;1;CORDOBA;3;1203;84;1;140;1.a/f RESIDENCIAL
4103;01_PU04;OBPWPCI;3;2021-10-21Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;60;1;140;1.a/f RESIDENCIAL
4104;01_PU05;LRFSCZN;1;2007-09-20Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;59;1;140;1.a/f RESIDENCIAL
4105;01_PU06;DMTSQZ;2;2017-12-21Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;89;1;140;1.a/f RESIDENCIAL
4106;01_PU07;MKPERSY;1;2002-05-22Z;ARGUE;13_LOSHUNGAROS;4379;A;1;CORDOBA;3;1203;64;1;140;1.a/f RESIDENCIAL
4107;01_PU08;BQZOLT;1;2000-11-15Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1203;79;1;150;1.h   RESIDENCIAL
4108;01_PU09;OYFYPMZ;2;2021-04-19Z;ARGUE;13_LOSHUNGAROS;3130;A;1;CORDOBA;3;1597;70;1;140;1.a/f RESIDENCIAL
4109;01_PU10;BBQUEEI;2;2021-12-16Z;ARGUE;13_LOSHUNGAROS;3016;A;1;CORDOBA;3;1203;98;1;140;1.a/f RESIDENCIAL
4110;01_PV01;WLDJDME;4;2023-11-13Z;ARGUE;13_LOSHUNGAROS;3016;A;1;CORDOBA;3;1203;110;1;140;1.a/f RESIDENCIAL
4111;01_PV02;PMQLEQG;2;2008-08-06Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;112;1;140;1.a/f RESIDENCIAL
4112;01_PV03;TCCDOIB;1;2004-11-30Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1703;109;1;180;Resid TSP Caren Dto. 43/19
4113;01_PV04;TNMLZV;1;1996-12-27Z;ARGUE;13_LOSHUNGAROS;3272;A;1;CORDOBA;3;1203;157;1;140;1.a/f RESIDENCIAL
4114;01_PV05;VKPOOYK;1;2007-06-26Z;DBOSCO;13_ACHATEAU;4139;A;1;CORDOBA;3;262;300;1;140;1.a/f RESIDENCIAL
4115;01_PV06;WHRORDW;1;2005-03-02Z;CERRO;13_LASALLE;3703;A;1;CORDOBA;3;1204;285;1;180;Resid TSP Caren Dto. 43/19
4116;01_PV07;SJKEVYT;4;2011-07-18Z;SRBUSTO;13_LOSHUNGAROS;4150;A;1;CORDOBA;3;93;276;1;140;1.a/f RESIDENCIAL
4117;01_PV08;DAGRVMD;4;2004-05-28Z;ARGUE;13_LOSHUNGAROS;4153;A;1;CORDOBA;3;93;444;1;140;1.a/f RESIDENCIAL
4118;01_PV09;XZLCPJ;1;1990-06-30Z;DBOSCO;13_LASALLE;3195;A;1;CORDOBA;3;1201;468;1;190;Residencial
4119;01_PV10;GKEEEZK;2;2007-01-12Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;396;1;140;1.a/f RESIDENCIAL
4120;01_PW01;GJFWNH;1;1990-06-30Z;VALLEN;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;349;1;140;1.a/f RESIDENCIAL
4121;01_PW02;BDHZGOY;5;2013-01-30Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;96;1;140;1.a/f RESIDENCIAL
4122;01_PW03;TIBDYTQ;2;2019-07-30Z;DBOSCO;13_ACHATEAU;3078;A;1;CORDOBA;3;1227;309;1;140;1.a/f RESIDENCIAL
4123;01_PW04;KMGFOU;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3078;A;1;CORDOBA;3;1227;310;1;140;1.a/f RESIDENCIAL
4124;01_PW05;ZMOSXNE;2;2017-09-11Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;172;1;140;1.a/f RESIDENCIAL
4125;01_PW06;EMPMMIM;3;2019-12-11Z;DBOSCO;13_ACHATEAU;3078;A;1;CORDOBA;3;1227;253;1;140;1.a/f RESIDENCIAL
4126;01_PW07;YCIRSFD;4;2014-04-15Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;226;1;180;Resid TSP Caren Dto. 43/19
4127;01_PW08;FFIYPBV;1;2020-09-23Z;;13_MARTINOLLI;3597;A;1;CORDOBA;3;1853;232;1;140;1.a/f RESIDENCIAL
4128;01_PW09;HEDOJND;2;2022-03-29Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;228;1;140;1.a/f RESIDENCIAL
4129;01_PW10;TVXSDG;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1278;448;1;140;1.a/f RESIDENCIAL
4130;01_PX01;CQORQQW;1;2008-05-27Z;VALLEN;13_MARTINOLLI;3597;A;1;CORDOBA;3;1853;33;1;140;1.a/f RESIDENCIAL
4131;01_PX02;WIAFUWF;2;2006-01-30Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;171;1;140;1.a/f RESIDENCIAL
4132;01_PX03;IEXMBN;1;1990-06-30Z;CERRO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;299;1;140;1.a/f RESIDENCIAL
4133;01_PX04;RLQJTTO;6;2020-02-18Z;;13_LASALLE;3195;A;1;CORDOBA;3;1205;100;1;140;1.a/f RESIDENCIAL
4134;01_PX05;LHDCKX;3;2007-09-12Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;206;1;140;1.a/f RESIDENCIAL
4135;01_PX06;QNTJCNU;1;2008-03-11Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;222;1;140;1.a/f RESIDENCIAL
4136;01_PX07;ZTVFNIC;2;2011-06-29Z;VALLEN;13_MARTINOLLI;3597;A;1;CORDOBA;3;1853;31;1;140;1.a/f RESIDENCIAL
4137;01_PX08;MPAQIFY;5;2016-05-09Z;DBOSCO;13_ACHATEAU;3809;A;1;CORDOBA;3;279;358;2;240;2 GENERAL Y DE SERVICIOS
4138;01_PX09;DKBGZEG;2;2001-12-03Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;178;1;140;1.a/f RESIDENCIAL
4139;01_PX10;IRTISSB;1;2008-03-10Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;140;1;140;1.a/f RESIDENCIAL
4140;01_PY01;MOPCSY;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;158;1;140;1.a/f RESIDENCIAL
4141;01_PY02;PUNCOKS;4;2014-08-22Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;3;279;406;1;140;1.a/f RESIDENCIAL
4142;01_PY03;ENBSYTD;1;2022-02-18Z;ARGUE;13_PENIAROL;3008;A;1;CORDOBA;3;1203;284;1;140;1.a/f RESIDENCIAL
4143;01_PY04;QZUTSOZ;2;2022-02-15Z;ARGUE;13_LOSHUNGAROS;3167;A;1;CORDOBA;3;1874;167;1;140;1.a/f RESIDENCIAL
4144;01_PY05;FARYVG;1;2008-08-07Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1201;535;1;140;1.a/f RESIDENCIAL
4145;01_PY06;AQPHASC;1;2007-06-29Z;DBOSCO;13_ACHATEAU;2948;A;1;CORDOBA;3;1227;272;1;140;1.a/f RESIDENCIAL
4146;01_PY07;NTHYVI;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3081;A;1;CORDOBA;3;279;540;1;190;Residencial
4147;01_PY08;GBMWYPI;1;2008-07-11Z;ARGUE;13_LOSHUNGAROS;2902;A;1;CORDOBA;3;1830;431;1;140;1.a/f RESIDENCIAL
4148;01_PY09;XNVBGUC;3;2014-11-18Z;VALLEN;13_MARTINOLLI;3597;A;1;CORDOBA;3;1201;369;1;140;1.a/f RESIDENCIAL
4149;01_PY10;YFJCEG;4;2019-01-15Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;312;1;140;1.a/f RESIDENCIAL
4150;01_PZ01;HSIQTDF;2;2022-11-17Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;236;1;140;1.a/f RESIDENCIAL
4151;01_PZ02;MHMQPEL;8;2024-02-09Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;320;1;140;1.a/f RESIDENCIAL
4152;01_PZ03;RJKPBV;1;1990-06-30Z;DBOSCO;13_LASALLE;3195;A;1;CORDOBA;3;1201;458;1;140;1.a/f RESIDENCIAL
4153;01_PZ04;PRHYDC;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;485;1;140;1.a/f RESIDENCIAL
4154;01_PZ05;EVCAKTE;6;2020-01-08Z;ARGUE;13_LASALLE;3703;A;1;CORDOBA;3;1204;196;1;140;1.a/f RESIDENCIAL
4155;01_PZ06;QUIVXYK;1;2008-09-22Z;ARGUE;13_LASALLE;3703;A;1;CORDOBA;3;1204;188;1;140;1.a/f RESIDENCIAL
4156;01_PZ07;ABZZRES;6;2016-08-31Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;370;2;240;2 GENERAL Y DE SERVICIOS
4157;01_PZ08;SDMWRXD;2;2014-12-23Z;ARGUE;13_LOSHUNGAROS;2588;A;1;CORDOBA;3;1826;458;1;140;1.a/f RESIDENCIAL
4158;01_PZ09;QBSFMI;4;2014-12-11Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;188;1;140;1.a/f RESIDENCIAL
4159;01_PZ10;BESLOKG;3;2016-12-27Z;ARGUE;13_LOSHUNGAROS;3181;A;1;CORDOBA;3;1826;156;2;240;2 GENERAL Y DE SERVICIOS
4160;01_QA01;PGYCAT;1;1990-06-30Z;VALLEN;13_MARTINOLLI;3194;A;1;CORDOBA;3;100;149;1;140;1.a/f RESIDENCIAL
4161;01_QA02;NBRLKTC;2;2019-11-27Z;VALLEN;13_MARTINOLLI;3194;A;1;CORDOBA;3;345;1128;1;140;1.a/f RESIDENCIAL
4162;01_QA03;ZMLPADZ;2;2015-08-04Z;ARGUE;13_LOSHUNGAROS;3174;A;1;CORDOBA;3;1237;152;1;140;1.a/f RESIDENCIAL
4163;01_QA04;NAEQUTG;1;2005-05-19Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;110;1;140;1.a/f RESIDENCIAL
4164;01_QA05;RMLQQXG;1;2011-03-15Z;DBOSCO;13_MARTINOLLI;3222;A;1;CORDOBA;3;1226;50;1;140;1.a/f RESIDENCIAL
4165;01_QA06;NOLQBYN;1;2015-04-20Z;DBOSCO;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;474;1;190;Residencial
4166;01_QA07;ZZWBQMX;1;2006-06-27Z;SRBUSTO;13_FAVICUR;1173;A;1;CORDOBA;3;1274;422;1;140;1.a/f RESIDENCIAL
4167;01_QA08;CALVSPX;2;2010-03-02Z;ARGUE;13_LOSHUNGAROS;3174;A;1;CORDOBA;3;1237;147;1;140;1.a/f RESIDENCIAL
4168;01_QA09;ZSQIU;4;2013-10-28Z;ARGUE;13_LOSHUNGAROS;3174;A;1;CORDOBA;3;1237;134;1;140;1.a/f RESIDENCIAL
4169;01_QA10;NHVBRNK;6;2019-03-14Z;ARGUE;13_LOSHUNGAROS;3047;A;1;CORDOBA;3;1237;209;1;140;1.a/f RESIDENCIAL
4170;01_QB01;OFMFKPH;3;2020-11-16Z;DBOSCO;13_MARTINOLLI;3222;A;1;CORDOBA;3;1226;56;1;140;1.a/f RESIDENCIAL
4171;01_QB02;ZFOXDC;2;2004-03-26Z;CERRO;13_LASALLE;3703;A;1;CORDOBA;3;1204;209;1;140;1.a/f RESIDENCIAL
4172;01_QB03;RFCRVRW;6;2015-10-20Z;CERRO;13_LASALLE;3703;A;1;CORDOBA;3;1204;261;1;140;1.a/f RESIDENCIAL
4173;01_QB04;EGFQSDF;2;2024-05-31Z;VALLEN;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;283;1;140;1.a/f RESIDENCIAL
4174;01_QB05;RBRZYZI;1;2008-03-17Z;VALLEN;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;300;1;140;1.a/f RESIDENCIAL
4175;01_QB06;DPGCNIT;1;2010-02-15Z;VALLEN;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;292;1;140;1.a/f RESIDENCIAL
4176;01_QB07;TVFQGAB;1;2007-11-16Z;DBOSCO;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;400;1;180;Resid TSP Caren Dto. 43/19
4177;01_QB08;ZNFZIBC;5;2023-08-16Z;DBOSCO;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;521;1;140;1.a/f RESIDENCIAL
4178;01_QB09;OHTTJTA;1;2007-12-12Z;DBOSCO;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;524;1;140;1.a/f RESIDENCIAL
4179;01_QB10;GETEMLN;3;2015-05-05Z;VALLEN;13_MARTINOLLI;3597;A;1;CORDOBA;3;1201;395;1;140;1.a/f RESIDENCIAL
4180;01_QC01;KYLKTXE;1;2008-05-27Z;VALLEN;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;287;1;190;Residencial
4181;01_QC02;WBZTTO;1;1990-06-30Z;VALLEN;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;398;1;140;1.a/f RESIDENCIAL
4182;01_QC03;XRLQABV;1;2018-12-11Z;;13_LASALLE;3195;A;1;CORDOBA;3;1204;41;1;140;1.a/f RESIDENCIAL
4183;01_QC04;DCQKZY;1;2004-04-27Z;SRBUSTO;13_FAVICUR;3089;A;1;CORDOBA;3;1233;384;1;140;1.a/f RESIDENCIAL
4184;01_QC05;MSMPMSF;5;2019-11-07Z;SRBUSTO;13_LOSHUNGAROS;3724;A;1;CORDOBA;3;1274;308;1;140;1.a/f RESIDENCIAL
4185;01_QC06;RDLLFZP;5;2015-06-02Z;DBOSCO;13_MARTINOLLI;3222;A;1;CORDOBA;3;1226;32;2;240;2 GENERAL Y DE SERVICIOS
4186;01_QC07;JIYSTTJ;2;2018-09-03Z;SRBUSTO;13_LOSHUNGAROS;3724;A;1;CORDOBA;3;1274;330;1;190;Residencial
4187;01_QC08;EBZBPBF;2;2009-05-15Z;SRBUSTO;13_LOSHUNGAROS;3724;A;1;CORDOBA;3;1274;341;1;140;1.a/f RESIDENCIAL
4188;01_QC09;RJLEVL;2;2011-03-03Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;464;1;140;1.a/f RESIDENCIAL
4189;01_QC10;SKMTMRR;2;2001-06-27Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;467;1;150;1.h   RESIDENCIAL
4190;01_QD01;RXPWOG;1;1990-06-30Z;CERRO;13_LASALLE;3195;A;1;CORDOBA;3;1205;120;1;140;1.a/f RESIDENCIAL
4191;01_QD02;KLTSJEN;5;2024-01-10Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;473;1;140;1.a/f RESIDENCIAL
4192;01_QD03;NMDPDL;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3194;A;1;CORDOBA;3;1205;474;1;140;1.a/f RESIDENCIAL
4193;01_QD04;AXJTIRS;10;2019-06-03Z;DBOSCO;13_MARTINOLLI;3222;A;1;CORDOBA;3;1204;138;1;140;1.a/f RESIDENCIAL
4194;01_QD05;QMFUKQ;3;2019-11-14Z;CERRO;13_LASALLE;3703;A;1;CORDOBA;3;1204;229;1;140;1.a/f RESIDENCIAL
4195;01_QD06;OPTWLP;1;2003-07-14Z;CERRO;13_MARTINOLLI;3222;A;1;CORDOBA;3;1204;91;1;140;1.a/f RESIDENCIAL
4196;01_QD07;LRZJGL;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3117;A;1;CORDOBA;3;1201;108;1;140;1.a/f RESIDENCIAL
4197;01_QD08;OXYJYO;4;2010-12-10Z;DBOSCO;13_LASALLE;3195;A;1;CORDOBA;3;1201;99;1;140;1.a/f RESIDENCIAL
4198;01_QD09;YNOHCOT;2;2001-02-15Z;SRBUSTO;13_ELCONDOR;2107;A;1;CORDOBA;3;1483;204;1;140;1.a/f RESIDENCIAL
4199;01_QD10;BNWIHQ;2;2005-09-28Z;SRBUSTO;13_ELCONDOR;3797;A;1;CORDOBA;3;1878;67;1;140;1.a/f RESIDENCIAL
4200;01_QE01;LZRGKH;1;2013-11-26Z;SRBUSTO;13_ELCONDOR;3768;A;1;CORDOBA;3;77;121;1;140;1.a/f RESIDENCIAL
4201;01_QE02;HFIFDE;1;2014-02-04Z;SRBUSTO;13_ELCONDOR;4140;A;1;CORDOBA;3;77;106;1;140;1.a/f RESIDENCIAL
4202;01_QE03;ORPRFS;1;1990-06-30Z;SRBUSTO;13_ELCONDOR;276;A;1;CORDOBA;3;1337;24;1;140;1.a/f RESIDENCIAL
4203;01_QE04;VEFHOWC;1;2016-01-06Z;SRBUSTO;13_BVCORRIEN;2849;A;1;CORDOBA;3;335;57;1;140;1.a/f RESIDENCIAL
4204;01_QE05;OAWXWAM;1;2008-09-04Z;SRBUSTO;13_BVCORRIEN;2849;A;1;CORDOBA;3;335;30;1;140;1.a/f RESIDENCIAL
4205;01_QE06;VYTVTF;1;2013-01-29Z;SRBUSTO;13_BVCORRIEN;2849;A;1;CORDOBA;3;335;5;1;140;1.a/f RESIDENCIAL
4206;01_QE07;UDWPJOA;3;2021-10-21Z;CERRO;13_CROLASROSAS;5083;A;1;CORDOBA;1;1248;65;2;240;2 GENERAL Y DE SERVICIOS
4207;01_QE08;JQSCSZ;5;2006-09-18Z;CERRO;13_CROLASROSAS;3153;A;1;CORDOBA;1;1248;208;1;140;1.a/f RESIDENCIAL
4208;01_QE09;PEOFVKP;2;2014-10-10Z;CERRO;13_CROLASROSAS;5083;A;1;CORDOBA;1;1249;49;2;240;2 GENERAL Y DE SERVICIOS
4209;01_QE10;NCWQJAE;4;2021-03-12Z;SRBUSTO;13_CROLASROSAS;3025;A;1;CORDOBA;1;1215;116;2;240;2 GENERAL Y DE SERVICIOS
4210;01_QF01;MPRVOW;3;2018-06-14Z;SRBUSTO;13_OSDE;3022;A;1;CORDOBA;1;1214;63;1;140;1.a/f RESIDENCIAL
4211;01_QF02;ESRHBFY;4;2018-04-03Z;CERRO;13_CROLASROSAS;5083;A;1;CORDOBA;1;1249;5;2;240;2 GENERAL Y DE SERVICIOS
4212;01_QF03;QHSQTXA;2;2010-02-09Z;CERRO;13_CROLASROSAS;2861;A;1;CORDOBA;1;1225;67;1;140;1.a/f RESIDENCIAL
4213;01_QF04;ZIHEJKV;1;2021-04-26Z;CERRO;13_CROLASROSAS;3021;A;1;CORDOBA;1;1338;271;2;240;2 GENERAL Y DE SERVICIOS
